rating,price,acidity,intensity,fizziness,sweetness,tannin,style_varietal_name,type_name,type_id,keep
3.7,33.94,,,,,,Syrah,Red,1,True
4.3,22.71,3.6545951,4.4213314000000015,,1.6134727,3.7508354,Cabernet Sauvignon,Red,1,True
4.1,28.19,3.5935292000000003,3.919779,,1.5747795,4.0750732,Cabernet Sauvignon,Red,1,True
4.0,,3.4157317000000003,4.100671,,1.8660365,3.7867074,Cabernet Sauvignon,Red,1,True
3.6,18.25,4.2485933,2.5320603999999998,,1.3511055,,Chenin Blanc,White,2,True
2.9,5.86,4.040882,2.5114706,,1.0530882,,Sauvignon Blanc,White,2,True
3.8,,2.7552488,3.8934254999999998,,1.9186740000000002,2.6354697,Merlot,Red,1,True
3.8,24.57,3.4056292,4.2165565,,1.3701987,2.6721854,Syrah,Red,1,True
3.5,8.97,3.4126952000000004,3.8636171999999998,,1.6392553,,Chardonnay,White,2,True
3.8,22.24,2.3903334,4.0421114000000005,,1.9238334,2.015,Malbec,Red,1,True
4.3,,2.9515,3.9450002,,2.065,2.3008752,Merlot,Red,1,True
3.2,5.42,2.7077649,3.8733532,,1.7637647,2.5683529999999997,Merlot,Red,1,True
